#chrom	start	end	strand	gene	gene_id	transcripts
chr20	63498281	63501468	+	LOC124904955	LOC124904955	1
chr20	63502057	63505732	+	LOC105372725	LOC105372725	2
chr20	63517257	63520673	-	LOC102723814	LOC102723814	1
chr20	63520740	63522206	+	PPDPF	PPDPF	3
chr20	63528000	63537376	-	PTK6	PTK6	4
chr20	63538488	63547749	-	SRMS	SRMS	1
chr20	63553019	63556708	+	FNDC11	FNDC11	8
chr20	63558085	63574239	-	HELZ2	HELZ2	3
chr20	63587604	63627101	-	GMEB2	GMEB2	6
chr20	63627234	63628824	+	MHENCR	MHENCR	2
chr20	63639711	63653424	-	STMN3	STMN3	3
chr20	63657809	63696253	+	RTEL1	RTEL1	4
chr20	63657809	63698698	+	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B	1
chr20	63671355	63678375	-	LOC124904954	LOC124904954	1
chr20	63696651	63698684	+	TNFRSF6B	TNFRSF6B	1
chr20	63698646	63707976	-	ARFRP1	ARFRP1	18
chr20	63707441	63736142	+	ZGPAT	ZGPAT	5
chr20	63735700	63739103	+	LIME1	LIME1	3
chr20	63739775	63744050	+	SLC2A4RG	SLC2A4RG	1
chr20	63743669	63833895	-	ZBTB46	ZBTB46	12
chr20	63770471	63772049	-	LOC124904956	LOC124904956	1
chr20	63808075	63823015	+	ZBTB46-AS1	ZBTB46-AS1	1
chr20	63843261	63848312	-	C20orf181	C20orf181	1
chr20	63861214	63865073	-	LOC112268269	LOC112268269	4
chr20	63861497	63862988	+	ABHD16B	ABHD16B	1
chr20	63865269	63891538	+	TPD52L2	TPD52L2	11
chr20	63895125	63936011	+	DNAJC5	DNAJC5	8
chr20	63908954	63909119	+	RNU1-134P	RNU1-134P	1
chr20	63917758	63920435	+	LOC124904951	LOC124904951	1
chr20	63919448	63919520	+	MIR941-1	MIR941-1	1
chr20	63919504	63919576	+	MIR941-2	MIR941-2	1
chr20	63919560	63919632	+	MIR941-3	MIR941-3	1
chr20	63919755	63919827	+	MIR941-4	MIR941-4	1
chr20	63919867	63919939	+	MIR941-5	MIR941-5	1
chr20	63939828	63956416	-	UCKL1	UCKL1	47
chr20	63941464	63941544	-	MIR1914	MIR1914	1
chr20	63942630	63942726	-	MIR647	MIR647	1
chr20	63953383	63956985	+	UCKL1-AS1	UCKL1-AS1	1
chr20	63956703	63969930	-	ZNF512B	ZNF512B	7
chr20	63974115	63980144	-	SAMD10	SAMD10	4
chr20	63981131	64033100	+	PRPF6	PRPF6	3
chr20	64033708	64039001	+	C20orf204	C20orf204	2
chr20	64047581	64049639	-	SOX18	SOX18	1
chr20	64055595	64072347	+	TCEA2	TCEA2	22
chr20	64073180	64079964	-	RGS19	RGS19	7
chr20	64076954	64077010	-	MIR6813	MIR6813	1
chr20	64080081	64100643	+	OPRL1	OPRL1	13
chr20	64083375	64084953	-	LKAAEAR1	LKAAEAR1	6
chr20	64103801	64107565	-	NPBWR2	NPBWR2	1
chr20	64139881	64143682	-	LOC105372727	LOC105372727	3
chr20	64164451	64242253	+	MYT1	MYT1	1
chr20	64255747	64276226	+	PCMTD2	PCMTD2	2
chr20	64269898	64272490	+	LOC124904957	LOC124904957	1
chr20	64290384	64303354	+	SEPTIN14P20	SEPTIN14P20	1
chr20	64291210	64293040	-	CICP4	CICP4	1
chr20	64327413	64328088	-	IQSEC3P3	IQSEC3P3	1
chr21	5010453	5013683	-	LOC105379484	LOC105379484	1
chr21	5012363	5017158	+	LOC124905051	LOC124905051	2
chr21	5022530	5046683	+	LOC102723996	LOC102723996	11
chr21	5053555	5060838	-	LOC124905052	LOC124905052	1
chr21	5056381	5063356	+	LOC124900468	LOC124900468	2
chr21	5083816	5086730	-	LOC107987292	LOC107987292	1
chr21	5086656	5088060	+	CH507-9B2.8	CH507-9B2.8	2
chr21	5100525	5104455	+	LOC101928576	LOC101928576	1
chr21	5116340	5128369	-	LOC102724023	LOC102724023	3
chr21	5130870	5154658	-	LOC102724159	LOC102724159	2
chr21	5155773	5165464	-	LOC102724200	LOC102724200	1
chr21	5499022	5502575	-	LINC01670	LINC01670	1
chr21	5506971	5509721	+	LOC105379488	LOC105379488	1
chr21	5553636	5592004	+	LOC102724219	LOC102724219	1
chr21	5695079	5701748	+	CTBP2P11	CTBP2P11	1
chr21	5703476	5710172	-	LOC124904990	LOC124904990	1
chr21	5972946	5973385	-	LOC102724334	LOC102724334	1
chr21	6059028	6076305	+	LOC102724354	LOC102724354	1
chr21	6070757	6073179	-	LOC102724370	LOC102724370	1
chr21	6084363	6088242	-	CH507-42P11.6	CH507-42P11.6	1
chr21	6111130	6123778	+	LOC102724428	LOC102724428	2
chr21	6133061	6135752	-	LOC107987288	LOC107987288	1
chr21	6142326	6149671	+	LOC124905049	LOC124905049	1
chr21	6228965	6670731	-	LOC102724701	LOC102724701	8
chr21	6323279	6324142	-	LOC124904987	LOC124904987	1
chr21	6353996	6360629	+	CH507-145C22.1	CH507-145C22.1	1
chr21	6444868	6468621	-	LOC102724560	LOC102724560	21
chr21	6484622	6499248	-	LOC102724594	LOC102724594	9
chr21	6499202	6564489	+	LOC102724652	LOC102724652	2
chr21	6506802	6507389	-	LOC124904988	LOC124904988	1
chr21	6532206	6532776	-	LOC106780825	LOC106780825	1
chr21	6664983	6666397	+	LOC102724677	LOC102724677	1
chr21	6810902	6812000	+	LOC102724726	LOC102724726	1
chr21	6858449	6901489	+	LOC110091777	LOC110091777	3
chr21	6859170	6859256	+	MIR8069-1	MIR8069-1	1
chr21	6897166	6900994	+	LOC100289085	LOC100289085	1
chr21	6911031	6912513	+	LOC100289185	LOC100289185	1
chr21	6924999	6928057	+	LOC101059907	LOC101059907	1
chr21	6984226	6997801	-	LOC105379499	LOC105379499	4
chr21	6992053	6993467	+	LOC102724822	LOC102724822	1
chr21	7048858	7087230	+	LOC102724843	LOC102724843	1
chr21	7127232	7133901	+	CTBP2P10	CTBP2P10	1
chr21	7135628	7142324	-	LOC124904989	LOC124904989	1
chr21	7383972	7386722	+	LOC105379502	LOC105379502	1
chr21	7430667	7469008	+	LOC102724951	LOC102724951	1
chr21	7614305	7621297	+	LOC124904991	LOC124904991	1
chr21	7622729	7667388	-	CTBP2P9	CTBP2P9	1
chr21	7669396	7692201	-	LOC102723360	LOC102723360	1
chr21	7744950	7772245	+	LOC102723553	LOC102723553	9
chr21	7769587	7770548	-	LOC102723451	LOC102723451	1
chr21	7772828	7786307	+	LOC105379504	LOC105379504	3
chr21	7784486	7793939	-	LOC107983987	LOC107983987	2
chr21	7816676	7829632	-	LOC102723475	LOC102723475	3
chr21	7826097	7826225	-	LOC124900474	LOC124900474	1
chr21	7854002	7857007	-	LOC105379505	LOC105379505	1
chr21	8101545	8108241	-	LOC124904992	LOC124904992	1
chr21	8195737	8202079	+	LOC124904993	LOC124904993	3
chr21	8205314	8205406	+	MIR6724-1	MIR6724-1	1
chr21	8205987	8219302	+	RNA45SN2	RNA45SN2	1
chr21	8208472	8208652	+	MIR3648-1	MIR3648-1	1
chr21	8209630	8211499	+	RNA18SN2	RNA18SN2	1
chr21	8212570	8212727	+	RNA5-8SN2	RNA5-8SN2	1
chr21	8213887	8218941	+	RNA28SN2	RNA28SN2	1
chr21	8239233	8243077	-	CDC27P9	CDC27P9	1
chr21	8249504	8249596	+	MIR6724-2	MIR6724-2	1
chr21	8253841	8255704	+	RNA18SP5	RNA18SP5	1
chr21	8256779	8256936	+	RNA5-8SP10	RNA5-8SP10	1
chr21	8258133	8260930	+	LOC110467529	LOC110467529	1
chr21	8388361	8388453	+	MIR6724-3	MIR6724-3	1
chr21	8389034	8402343	+	RNA45SN3	RNA45SN3	1
chr21	8392665	8394534	+	RNA18SN3	RNA18SN3	1
chr21	8395605	8395762	+	RNA5-8SN3	RNA5-8SN3	1
chr21	8396925	8401980	+	RNA28SN3	RNA28SN3	1
chr21	8417659	8426101	-	CDC27P10	CDC27P10	1
chr21	8432529	8432621	+	MIR6724-4	MIR6724-4	1
chr21	8433221	8446572	+	RNA45SN1	RNA45SN1	1
chr21	8436323	8436374	+	MIR10396B	MIR10396B	1
chr21	8436875	8438744	+	RNA18SN1	RNA18SN1	1
chr21	8439821	8439978	+	RNA5-8SN1	RNA5-8SN1	1
chr21	8441145	8446211	+	RNA28SN1	RNA28SN1	1
chr21	8467926	8470663	-	CDC27P11	CDC27P11	1
chr21	8759546	8805942	+	LINC01666	LINC01666	1
chr21	8760920	8763383	-	LOC124904994	LOC124904994	1
chr21	8801139	8801893	-	SNX18P10	SNX18P10	1
chr21	8819270	8820737	+	LOC107985475	LOC107985475	1
chr21	8833403	8836419	-	LOC124904996	LOC124904996	1
chr21	8844673	8845276	+	MTCO3P26	MTCO3P26	1
chr21	8845706	8846548	+	MTCO1P1	MTCO1P1	1
chr21	8853354	8853510	+	ASNSP2	ASNSP2	1
chr21	8877126	8881176	+	ANKRD20A16P	ANKRD20A16P	1
chr21	8986998	8987178	+	MIR3648-2	MIR3648-2	1
chr21	8987616	8987665	+	MIR10396A	MIR10396A	1
chr21	9026612	9036535	-	CDRT15P9	CDRT15P9	1
chr21	9045566	9063967	+	LOC101927615	LOC101927615	5
chr21	9068355	9129761	-	TEKT4P2	TEKT4P2	3
chr21	9072099	9073609	-	LOC124904995	LOC124904995	1
chr21	9082600	9083909	-	SOWAHCP2	SOWAHCP2	1
chr21	9092852	9093808	+	SNX18P11	SNX18P11	1
chr21	9325047	9369212	+	LOC101930100	LOC101930100	1
chr21	9360008	9376777	-	LOC101927345	LOC101927345	12
chr21	9543029	9559268	+	NCOR1P4	NCOR1P4	1
chr21	9578637	9591727	-	LOC102723668	LOC102723668	1
chr21	9646824	9647000	+	LOC124905061	LOC124905061	1
chr21	9662188	9679905	+	LOC105379514	LOC105379514	1
chr21	9764150	9765026	-	LOC124904997	LOC124904997	1
chr21	9781847	9821061	-	LINC01667	LINC01667	1
chr21	9902343	9902627	-	RN7SL52P	RN7SL52P	1
chr21	9907915	9908010	+	LOC124900471	LOC124900471	1
chr21	9972473	9986333	-	LOC105372734	LOC105372734	1
chr21	9996065	10119490	-	LOC105372733	LOC105372733	11
chr21	10136424	10137204	+	CDRT15P8	CDRT15P8	1
chr21	10330639	10331686	+	EIF3FP1	EIF3FP1	1
chr21	10357652	10359380	+	VN1R7P	VN1R7P	1
chr21	10413496	10518274	+	BAGE2	BAGE2	2
chr21	10521582	10605716	+	TPTE	TPTE	4
chr21	10568106	10568203	+	LOC124905063	LOC124905063	1
chr21	10576289	10576482	+	CYCSP41	CYCSP41	1
chr21	10612254	10613378	-	SLC25A15P4	SLC25A15P4	1
chr21	10649389	10649835	-	IGHV1OR21-1	IGHV1OR21-1	1
chr21	13038165	13118251	+	ANKRD30BP2	ANKRD30BP2	1
chr21	13047582	13047689	+	RNU6-614P	RNU6-614P	1
chr21	13091615	13092089	-	VN1R109P	VN1R109P	1
chr21	13095541	13098427	-	ZNF355P	ZNF355P	1
chr21	13349264	13353660	+	FGF7P2	FGF7P2	1
chr21	13384240	13427775	-	ANKRD30BP1	ANKRD30BP1	1
chr21	13406383	13406460	-	MIR3156-3	MIR3156-3	1
chr21	13443351	13462471	-	GTF2IP2	GTF2IP2	1
chr21	13476240	13477455	+	VN1R8P	VN1R8P	1
chr21	13525102	13530011	+	SNX19P1	SNX19P1	1
chr21	13544230	13545185	-	OR4K11P	OR4K11P	1
chr21	13546032	13558461	+	LINC01674	LINC01674	1
chr21	13581071	13582004	-	OR4K12P	OR4K12P	1
chr21	13609776	13645823	+	POTED	POTED	3
chr21	13621576	13621683	+	RNU6-286P	RNU6-286P	1
chr21	13644774	13644850	-	MIR3118-1	MIR3118-1	1
chr21	13665866	13667557	-	GRAMD4P1	GRAMD4P1	1
chr21	13675940	13677035	+	CXADRP1	CXADRP1	1
chr21	13704852	13705518	+	LONRF2P5	LONRF2P5	1
chr21	13705880	13713853	+	LOC107985482	LOC107985482	1
chr21	13723503	13753242	+	LOC112268283	LOC112268283	2
chr21	13724188	13724274	+	MIR8069	MIR8069	1
chr21	13762214	13764528	+	FEM1AP1	FEM1AP1	1
chr21	13776085	13778812	+	TERF1P1	TERF1P1	1
chr21	13792632	13793328	+	FAM207CP	FAM207CP	1
chr21	13809556	13809759	-	LOC654338	LOC654338	1
chr21	13823470	13825700	-	GXYLT1P2	GXYLT1P2	1
chr21	13826650	13827824	+	CNN2P7	CNN2P7	1
chr21	13838729	13839795	+	ZNF114P1	ZNF114P1	1
chr21	13843132	13848364	-	CYP4F29P	CYP4F29P	1
chr21	13905737	13907320	-	SNX18P13	SNX18P13	1
chr21	13909447	13933879	-	LOC110091776	LOC110091776	1
chr21	13936992	13937525	-	RHOT1P2	RHOT1P2	1
chr21	13943768	13980444	-	ANKRD20A11P	ANKRD20A11P	1
chr21	13968488	13968595	-	RNU6-954P	RNU6-954P	1
chr21	14000924	14005479	+	NF1P3	NF1P3	1
chr21	14007128	14013848	+	PPP6R2P1	PPP6R2P1	1
chr21	14019059	14020725	-	FRG2MP	FRG2MP	1
chr21	14027431	14061010	+	LOC105377134	LOC105377134	1
chr21	14064249	14069088	+	ANKRD20A18P	ANKRD20A18P	1
chr21	14070870	14070986	+	RNA5SP488	RNA5SP488	1
chr21	14078973	14144467	+	ERLEC1P1	ERLEC1P1	1
chr21	14108811	14210955	-	LIPI	LIPI	8
chr21	14216156	14228372	+	RBM11	RBM11	10
chr21	14273798	14301386	+	ABCC13	ABCC13	2
chr21	14371114	14383146	-	HSPA13	HSPA13	1
chr21	14382765	14393537	+	LOC105369304	LOC105369304	2
chr21	14477328	14538528	+	LOC124905053	LOC124905053	1
chr21	14485227	14659417	-	SAMSN1	SAMSN1	12
chr21	14582201	14598303	+	SAMSN1-AS1	SAMSN1-AS1	1
chr21	14676684	14678599	-	LOC105372738	LOC105372738	1
chr21	14743161	14744489	-	LOC124905054	LOC124905054	1
chr21	14757557	14759215	+	POLR2CP1	POLR2CP1	1
chr21	14774302	14775480	+	GAPDHP16	GAPDHP16	1
chr21	14816837	14918668	-	LINC02246	LINC02246	1
chr21	14829148	14829989	-	RBMX2P1	RBMX2P1	1
chr21	14961234	15065936	-	NRIP1	NRIP1	21
chr21	15105118	15138607	-	LOC107985483	LOC107985483	1
chr21	15185054	15190506	+	LOC124905047	LOC124905047	1
chr21	15263420	15283727	-	LOC105369292	LOC105369292	1
chr21	15368949	15444783	-	LOC101927745	LOC101927745	13
chr21	15422983	15425959	+	LOC124905055	LOC124905055	1
chr21	15490523	15490782	-	CYCSP42	CYCSP42	1
chr21	15522871	15627260	-	LOC105369302	LOC105369302	2
chr21	15563259	15566124	+	LOC124905056	LOC124905056	1
chr21	15614282	15614389	+	RNU6-1326P	RNU6-1326P	1
chr21	15694299	15696411	-	RAD23BP3	RAD23BP3	1
chr21	15708658	15708767	+	LOC124905073	LOC124905073	1
chr21	15729981	15880064	+	USP25	USP25	19
chr21	15744003	15744328	-	RBPMSLP	RBPMSLP	1
chr21	16035412	16035509	-	RNU6-426P	RNU6-426P	1
chr21	16070487	16631727	+	MIR99AHG	MIR99AHG	16
chr21	16094188	16095472	-	VDAC2P1	VDAC2P1	1
chr21	16121242	16121665	-	RPS26P5	RPS26P5	1
chr21	16284695	16284768	-	SNORD74B	SNORD74B	1
chr21	16539088	16539169	+	MIR99A	MIR99A	1
chr21	16539827	16539911	+	MIRLET7C	MIRLET7C	1
chr21	16590236	16590325	+	MIR125B2	MIR125B2	1
chr21	16718997	16719157	+	RNU1-98P	RNU1-98P	1
chr21	16885379	16889420	-	LOC124904998	LOC124904998	1
chr21	17009985	17015428	-	LOC105372740	LOC105372740	1
chr21	17191573	17271161	+	LOC107985511	LOC107985511	2
chr21	17210424	17211349	-	NEK4P1	NEK4P1	1
chr21	17431546	17431647	+	RNU6-113P	RNU6-113P	1
chr21	17438889	17449185	+	LINC01549	LINC01549	2
chr21	17454788	17454859	-	TRG-GCC1-5	TRG-GCC1-5	1
chr21	17500479	17500873	-	RPL39P40	RPL39P40	1
chr21	17506452	17506728	+	RN7SL163P	RN7SL163P	1
chr21	17513042	17636262	+	CXADR	CXADR	10
chr21	17516933	17519061	-	BTF3L4P1	BTF3L4P1	1
chr21	17593652	17612901	-	BTG3	BTG3	7
chr21	17611685	17614114	+	BTG3-AS1	BTG3-AS1	1
chr21	17659275	17674419	-	LOC124904999	LOC124904999	1
chr21	17745294	17891124	+	LOC124900465	LOC124900465	2
chr21	17777403	17792509	-	C21orf91-OT1	C21orf91-OT1	2
chr21	17788973	17819356	-	C21orf91	C21orf91	3
chr21	17835671	17885608	-	CHODL-AS1	CHODL-AS1	1
chr21	17894147	17894519	-	RPL37P3	RPL37P3	1
chr21	17917339	18267370	+	CHODL	CHODL	9
chr21	17929088	17931208	-	LOC124905000	LOC124905000	1
chr21	18269115	18460676	-	TMPRSS15	TMPRSS15	6
chr21	18561264	18759812	-	MIR548XHG	MIR548XHG	1
chr21	18686089	18686164	-	MIR548X	MIR548X	1
chr21	18857736	18858476	+	PPIAP22	PPIAP22	1
chr21	19128636	19134175	+	LOC107985490	LOC107985490	1
chr21	19244531	19245133	+	SLC6A6P1	SLC6A6P1	1
chr21	19276638	19284712	-	LOC124905048	LOC124905048	1
chr21	19345147	19345312	+	RNU1-139P	RNU1-139P	1
chr21	19593706	19594271	+	RPL37P4	RPL37P4	1
chr21	19620751	19631774	+	NIPA2P3	NIPA2P3	1
chr21	19739683	19740347	+	SREK1IP1P1	SREK1IP1P1	1
chr21	19759116	19760127	-	C1QBPP1	C1QBPP1	1
chr21	19893278	19899755	-	LINC01683	LINC01683	1
chr21	19899783	20022665	+	LOC105372745	LOC105372745	1
chr21	20256861	20258685	-	LINC02573	LINC02573	1
chr21	20355747	20355852	-	RNU6-772P	RNU6-772P	1
chr21	20356652	20356896	+	RN7SKP147	RN7SKP147	1
chr21	20388286	20388845	+	FDPSP6	FDPSP6	1
chr21	20424894	20426207	-	KRT18P2	KRT18P2	1
chr21	20430394	20430762	-	RPS3AP1	RPS3AP1	1
chr21	20627263	20627396	+	LOC124905064	LOC124905064	1
chr21	20742589	20803108	-	LINC00320	LINC00320	4
chr21	20827917	20828664	-	PPIAP1	PPIAP1	1
chr21	20926977	20927845	-	LOC124905057	LOC124905057	1
chr21	20998408	21543329	+	NCAM2	NCAM2	17
chr21	21723292	21737319	-	LINC00317	LINC00317	1
chr21	21746984	21797415	+	LINC01425	LINC01425	1
chr21	22009157	22098459	-	LINC01687	LINC01687	1
chr21	22098616	22116528	+	LINC00308	LINC00308	1
chr21	22135574	22136135	-	LOC100420035	LOC100420035	1
chr21	22205191	22205332	+	RNU4-45P	RNU4-45P	1
chr21	22209919	22403096	+	LOC107985508	LOC107985508	1
chr21	22435031	22439067	-	MAPK6P2	MAPK6P2	1
chr21	22555181	22560576	+	LOC107985494	LOC107985494	1
chr21	23079283	23079392	+	MIR6130	MIR6130	1
chr21	23090470	23091744	-	ZNF299P	ZNF299P	1
chr21	23101189	23103271	+	MSANTD2P1	MSANTD2P1	1
chr21	23281735	23281909	-	RNU2-55P	RNU2-55P	1
chr21	23361103	23384835	-	D21S2088E	D21S2088E	1
chr21	23390257	23391291	+	EEF1A1P1	EEF1A1P1	1
chr21	23407491	23409222	-	TUBAP1	TUBAP1	1
chr21	23409126	23433312	+	LOC105372747	LOC105372747	3
chr21	23413892	23423676	-	LOC107985512	LOC107985512	2
chr21	23704242	23709345	+	LOC105372749	LOC105372749	1
chr21	23812616	23876400	+	LOC105372750	LOC105372750	2
chr21	23910125	23910356	+	VN2R20P	VN2R20P	1
chr21	24304549	24321377	-	LINC01689	LINC01689	1
chr21	24428739	24547942	+	LINC01684	LINC01684	3
chr21	24840549	25057746	+	LINC01692	LINC01692	1
chr21	24987064	24993055	-	LOC107985516	LOC107985516	1
chr21	25031017	25031920	-	LOC100419737	LOC100419737	1
chr21	25101131	25101370	+	RN7SKP236	RN7SKP236	1
chr21	25202206	25202315	+	RNA5SP489	RNA5SP489	1
chr21	25361799	25362920	+	RPL13AP7	RPL13AP7	1
chr21	25385819	25431701	-	LINC00158	LINC00158	1
chr21	25446234	25446381	-	CYP2C63P	CYP2C63P	1
chr21	25470108	25470201	-	LOC124905059	LOC124905059	1
chr21	25493442	25519477	-	LOC105372753	LOC105372753	5
chr21	25562144	25575168	+	MIR155HG	MIR155HG	1
chr21	25573979	25574044	+	MIR155	MIR155	1
chr21	25582774	25583224	-	LINC00515	LINC00515	1
chr21	25585655	25607859	-	MRPL39	MRPL39	4
chr21	25639257	25717562	+	JAM2	JAM2	4
chr21	25642847	25654637	-	LOC124905001	LOC124905001	1
chr21	25643544	25644219	+	RNGTTP1	RNGTTP1	1
chr21	25692178	25693140	+	FDX1P2	FDX1P2	1
chr21	25696517	25720501	-	LOC124905002	LOC124905002	1
chr21	25724499	25735653	-	ATP5PF	ATP5PF	7
chr21	25734971	25772460	+	GABPA	GABPA	8
chr21	25762638	25763381	-	LLPHP2	LLPHP2	1
chr21	25800150	25806993	-	LOC105372757	LOC105372757	1
chr21	25862345	25865839	+	LOC105372756	LOC105372756	1
chr21	25880549	26171128	-	APP	APP	11
chr21	25943043	25943145	-	RNU6-123P	RNU6-123P	1
chr21	26122705	26157139	-	LOC124900466	LOC124900466	1
chr21	26190706	26190813	+	RNU6-926P	RNU6-926P	1
chr21	26227559	26235914	-	MARCKSP1	MARCKSP1	1
chr21	26393634	26569252	+	CYYR1-AS1	CYYR1-AS1	2
chr21	26432005	26437479	-	LOC105372758	LOC105372758	3
chr21	26458258	26471698	+	LOC107985474	LOC107985474	1
chr21	26466215	26573286	-	CYYR1	CYYR1	8
chr21	26835754	26845409	-	ADAMTS1	ADAMTS1	1
chr21	26854893	26910400	+	LOC105372760	LOC105372760	1
chr21	26917921	26967088	-	ADAMTS5	ADAMTS5	2
chr21	26953960	26954043	+	MIR4759	MIR4759	1
chr21	26966655	26971995	-	LOC124905050	LOC124905050	1
chr21	27143134	27143999	-	GPX1P2	GPX1P2	1
chr21	27173694	27351345	-	LOC102724355	LOC102724355	1
chr21	27204506	27232834	+	LOC105372759	LOC105372759	1
chr21	27355191	27364532	-	LOC124905003	LOC124905003	1
chr21	27367011	27367951	-	EIF4A1P1	EIF4A1P1	1
chr21	27393817	27448640	-	LOC105372762	LOC105372762	2
chr21	27420317	27421064	-	RPL10P1	RPL10P1	1
chr21	27492117	27492261	+	NCSTNP1	NCSTNP1	1
chr21	27638617	27675012	+	LINC01673	LINC01673	3
chr21	27722378	27751233	+	LINC00113	LINC00113	1
chr21	28013362	28023209	+	LINC00314	LINC00314	1
chr21	28048413	28137609	+	LINC01697	LINC01697	2
chr21	28116093	28228667	-	LINC01695	LINC01695	1
chr21	28539317	28540355	+	LINC00161	LINC00161	2
chr21	28575597	28885367	-	N6AMT1	N6AMT1	4
chr21	28743191	28743291	+	LOC124905067	LOC124905067	1
chr21	28886985	28889334	-	HSPD1P7	HSPD1P7	1
chr21	28901565	28903768	-	THUMPD1P1	THUMPD1P1	1
chr21	28918994	28924701	-	LOC124905004	LOC124905004	1
chr21	28928143	28992877	-	LTN1	LTN1	6
chr21	28993102	28994181	+	LOC105372766	LOC105372766	2
chr21	28997555	28998042	-	RPL23P2	RPL23P2	1
chr21	29004383	29019349	-	RWDD2B	RWDD2B	2
chr21	29017585	29021328	+	LOC124905005	LOC124905005	1
chr21	29024667	29054488	+	USP16	USP16	6
chr21	29056325	29073648	-	CCT8	CCT8	5
chr21	29077113	29175887	+	MAP3K7CL	MAP3K7CL	17
chr21	29127648	29128275	-	RPL12P9	RPL12P9	1
chr21	29178094	29184802	+	LOC105372767	LOC105372767	1
chr21	29180424	29180639	-	LOC124905065	LOC124905065	1
chr21	29193493	29288205	+	LINC00189	LINC00189	1
chr21	29222253	29223466	+	GAPDHP14	GAPDHP14	1
chr21	29283548	29288080	-	LOC124905007	LOC124905007	1
chr21	29296177	29298736	-	LOC105369299	LOC105369299	1
chr21	29298921	29361894	+	BACH1	BACH1	3
chr21	29372500	29373980	+	BACH1-IT2	BACH1-IT2	1
chr21	29389386	29389490	-	LOC124905071	LOC124905071	1
chr21	29434288	29473683	+	LOC107985486	LOC107985486	1
chr21	29492896	29495921	-	LOC105372770	LOC105372770	1
chr21	29496046	29500386	+	BACH1-IT3	BACH1-IT3	1
chr21	29536932	29939996	-	GRIK1	GRIK1	13
chr21	29555296	29560341	+	LOC124905006	LOC124905006	2
chr21	29561649	29577329	+	LOC105372768	LOC105372768	1
chr21	29596039	29630747	+	GRIK1-AS2	GRIK1-AS2	1
chr21	29748174	29764006	+	GRIK1-AS1	GRIK1-AS1	1
chr21	30165564	30166805	-	CLDN17	CLDN17	1
chr21	30209150	30211783	-	LINC00307	LINC00307	1
chr21	30214005	30216097	-	CLDN8	CLDN8	1
chr21	30263347	30263881	-	RPL8P2	RPL8P2	1
chr21	30281308	30282950	-	KRTAP24-1	KRTAP24-1	1
chr21	30289144	30289514	-	KRTAP25-1	KRTAP25-1	1
chr21	30319123	30320315	-	KRTAP26-1	KRTAP26-1	1
chr21	30337012	30337694	-	KRTAP27-1	KRTAP27-1	1
chr21	30348398	30348606	-	KRTAP23-1	KRTAP23-1	1
chr21	30356774	30356875	-	KRTAP13-6P	KRTAP13-6P	1
chr21	30371389	30372271	-	KRTAP13-2	KRTAP13-2	1
chr21	30375293	30375378	-	MIR4327	MIR4327	1
chr21	30393215	30475708	-	LOC105372772	LOC105372772	2
chr21	30396030	30396822	+	KRTAP13-1	KRTAP13-1	1
chr21	30425379	30425926	-	KRTAP13-3	KRTAP13-3	1
chr21	30430219	30431026	+	KRTAP13-4	KRTAP13-4	1
chr21	30436460	30436971	-	KRTAP13-5P	KRTAP13-5P	1
chr21	30440274	30440869	+	KRTAP15-1	KRTAP15-1	1
chr21	30479705	30480367	-	KRTAP19-1	KRTAP19-1	1
chr21	30487042	30487436	-	KRTAP19-2	KRTAP19-2	1
chr21	30491461	30492013	-	KRTAP19-3	KRTAP19-3	1
chr21	30496823	30497165	-	KRTAP19-4	KRTAP19-4	1
chr21	30501656	30502141	-	KRTAP19-5	KRTAP19-5	1
chr21	30510286	30510489	-	KRTAP19-9P	KRTAP19-9P	1
chr21	30514579	30514831	-	KRTAP19-10P	KRTAP19-10P	1
chr21	30537177	30537408	-	KRTAP19-11P	KRTAP19-11P	1
chr21	30541534	30541864	-	KRTAP19-6	KRTAP19-6	1
chr21	30560874	30561314	-	KRTAP19-7	KRTAP19-7	1
chr21	30590104	30590397	-	KRTAP22-2	KRTAP22-2	1
chr21	30592439	30593075	+	KRTAP6-3	KRTAP6-3	1
chr21	30598589	30598902	-	KRTAP6-2	KRTAP6-2	1
chr21	30601086	30601382	+	KRTAP22-1	KRTAP22-1	1
chr21	30613430	30613930	-	KRTAP6-1	KRTAP6-1	1
chr21	30616424	30616699	+	KRTAP20-1	KRTAP20-1	1
chr21	30620626	30620850	+	KRTAP20-4	KRTAP20-4	1
chr21	30635205	30635619	+	KRTAP20-2	KRTAP20-2	1
chr21	30642863	30643136	+	KRTAP20-3	KRTAP20-3	1
chr21	30704112	30725746	-	LOC105372773	LOC105372773	1
chr21	30718524	30718777	-	KRTAP21-3	KRTAP21-3	1
chr21	30741780	30742614	-	KRTAP21-4P	KRTAP21-4P	1
chr21	30746793	30747259	-	KRTAP21-2	KRTAP21-2	1
chr21	30755014	30755428	-	KRTAP21-1	KRTAP21-1	1
chr21	30802242	30802365	-	KRTAP8-2P	KRTAP8-2P	1
chr21	30806989	30807100	-	KRTAP8-3P	KRTAP8-3P	1
chr21	30812696	30813274	-	KRTAP8-1	KRTAP8-1	1
chr21	30829038	30829759	-	KRTAP7-1	KRTAP7-1	1
chr21	30880643	30881580	-	KRTAP11-1	KRTAP11-1	1
chr21	30985655	31004811	-	LOC105372776	LOC105372776	1
